stock_code,description,category,unit_price
21410,COUNTRY COTTAGE  DOORSTOP GREEN,General,0.0
21411,GINGHAM HEART  DOORSTOP RED,General,0.2926415094339623
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,General,0.2736986301369862
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,General,0.4152631578947368
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,General,0.3688636363636364
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,General,0.02
84519A,TOMATO CHARLIE+LOLA COASTER SET,General,0.3129629629629629
84519B,CARROT CHARLIE+LOLA COASTER SET,General,0.0
85132A,CHARLIE + LOLA BISCUITS TINS,General,0.0
85132C,CHARLIE AND LOLA FIGURES TINS,General,0.42
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,General,1.1865384615384615
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,General,3.646428571428571
22065,CHRISTMAS PUDDING TRINKET POT ,General,0.2398765432098765
22138,BAKING SET 9 PIECE RETROSPOT ,General,0.4554545454545454
22139,RETRO SPOT TEA SET CERAMIC 11 PC ,General,0.0
22352,LUNCHBOX WITH CUTLERY RETROSPOT ,General,2.6077294685990338
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,General,2.13258064516129
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,General,2.3926168224299063
16161P,WRAP ENGLISH ROSE ,General,2.260071428571429
16169N,WRAP BLUE RUSSIAN FOLKART,General,2.326060606060606
21491,SET OF THREE VINTAGE GIFT WRAPS,General,3.59125
22333,RETRO SPORT PARTY BAG + STICKER SET,General,2.220277777777778
85216,ASSORTED CAKES FRIDGE MAGNETS,General,2.669259259259259
21493, VINTAGE DESIGN GIFT TAGS,General,1.3739130434782607
21731,RED TOADSTOOL LED NIGHT LIGHT,General,1.391190476190476
85232B,SET/3 RUSSIAN DOLL STACKING TINS,General,1.375
84691,PACK 20 DOLLY PEGS,General,1.7003030303030302
20749,ASSORTED COLOUR MINI CASES,General,1.2895934959349593
POST,POSTAGE,General,1.6686649214659686
22321,BIRD DECORATION RED SPOT,General,1.5520547945205478
84029E,RED WOOLLY HOTTIE WHITE HEART.,General,1.1693548387096775
21955,UNION JACK GUNS & ROSES  DOORMAT,General,2.982076923076923
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,General,2.661538461538462
85123A,WHITE HANGING HEART T-LIGHT HOLDER,General,2.480816326530612
21582,KINGS CHOICE SMALL TUBE MATCHES,General,2.6281250000000003
21586,KINGS CHOICE GIANT TUBE MATCHES,General,3.792956989247312
21590,KINGS CHOICE CIGAR BOX MATCHES ,General,2.2644897959183674
22091,EMPIRE TISSUE BOX,General,2.6437500000000003
84251J,"GREETING CARD, THE BLACK CAT",General,0.1651741293532338
22024,RAINY LADIES BIRTHDAY CARD,General,1.5857692307692308
22026,BANQUET BIRTHDAY  CARD  ,General,2.7590384615384616
22029,SPACE BOY BIRTHDAY CARD,General,1.548851351351351
22025,RING OF ROSES BIRTHDAY CARD,General,1.6153846153846154
22031,BOTANICAL LAVENDER BIRTHDAY CARD,General,0.8333333333333334
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,General,1.5041127348643006
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,General,1.5014504881450488
21916,SET 12 RETRO WHITE CHALK STICKS,General,1.543664349553128
21790,VINTAGE SNAP CARDS,General,1.57998730964467
21888,BINGO SET,General,1.65
85178,VICTORIAN SEWING KIT,General,6.641802403204273
20754,RETRO RED SPOTTY WASHING UP GLOVES,General,2.708333333333333
21035,SET/2 RED SPOTTY TEA TOWELS ,General,3.831559139784946
82001S,VINYL RECORD FRAME SILVER,General,3.841453396524487
82580,BATHROOM METAL SIGN,General,1.0833333333333333
85150,LADIES & GENTLEMEN METAL SIGN,General,3.542984293193717
21041,RED SPOTTY OVEN GLOVE DOUBLE,General,8.378415453527436
35916C,PINK FELT HANGING HEART W FLOWER,General,3.71305
35916B,BLUE FELT HANGING HEART W FLOWER,General,5.080769230769231
22180,RETRO SPOT LAMP,General,5.803111111111111
22128,PARTY CONES CANDY ASSORTED,General,0.0
22163,HEART STRING MEMO HOLDER HANGING,General,0.0
35951,FOLKART BAUBLE CHRISTMAS DECORATION,General,4.804324324324324
22253,6 CROCHET STRAWBERRIES,General,4.666190476190477
84988,SET OF 72 PINK HEART PAPER DOILIES,General,4.300172413793104
22219,LOVEBIRD HANGING DECORATION WHITE ,General,4.753692307692308
18097C,WHITE TALL PORCELAIN T-LIGHT HOLDER,General,4.7222580645161285
21299,EDWARDIAN TOILET ROLL UNIT ,General,2.514
21099,SET/6 STRAWBERRY PAPER CUPS,General,2.4
21085,SET/6 WOODLAND PAPER CUPS,General,3.1028125
21929,JUMBO BAG PINK VINTAGE PAISLEY,General,5.385794392523365
22241,"GARLAND , WOODEN  "" HAPPY EASTER""",General,4.246153846153846
21091,SET/6 WOODLAND PAPER PLATES,General,4.283901515151515
21733,RED HANGING HEART T-LIGHT HOLDER,General,4.236613756613757
22178,VICTORIAN GLASS HANGING T-LIGHT,General,6.378024691358025
22125,UNION JACK HOT WATER BOTTLE ,General,5.361851851851852
21671,RED SPOT CERAMIC DRAWER KNOB,General,1.2309223300970873
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,General,0.0
22294,HEART FILIGREE DOVE  SMALL,General,2.704542936288089
22199,FRYING PAN RED POLKADOT ,General,2.7261376021798363
22083,PAPER CHAIN KIT RETRO SPOT,General,2.547797833935018
22114,HOT WATER BOTTLE TEA AND SYMPATHY,General,0.8836666666666666
21485,RED SPOT HEART HOT WATER BOTTLE,General,0.7066666666666667
21928,JUMBO BAG SCANDINAVIAN PAISLEY,General,1.4376356589147286
85099B,JUMBO BAG RED WHITE SPOTTY ,General,1.5956234096692112
22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",General,1.6526570048309177
20724,RED SPOTTY CHARLOTTE BAG,General,1.146215722120658
21592,RETRO SPOT  CIGAR BOX MATCHES ,General,0.0
20725,LUNCH BAG RED SPOTTY,General,0.425
20728,LUNCH BAG CARS BLUE,General,1.1326056826056825
20726,LUNCH BAG WOODLAND,General,1.094691300280636
21217,RED SPOTTY ROUND CAKE TINS,General,2.0493341515802395
85066,CREAM SWEETHEART MINI CHEST,General,2.097580487804878
20827,GOLD APERITIF GLASS,General,2.0120363780150257
20825,GOLD WINE GLASS,General,1.9643249427917624
20823,GOLD WINE GOBLET,General,1.3761904761904762
20826,SILVER APERITIF GLASS,General,1.068867924528302
22087,PAPER BUNTING WHITE LACE,General,1.308625
85206A,CREAM FELT EASTER EGG BASKET,General,0.8512540192926046
21895,POTTING SHED SOW 'N' GROW SET,General,1.259140625
21896,POTTING SHED TWINE,General,1.1896759259259255
84946,ANTIQUE SILVER TEA GLASS ETCHED,General,0.7668181818181818
22090,PAPER BUNTING RETRO SPOTS,General,0.85
90200A,PURPLE SWEETHEART BRACELET,General,0.9294736842105265
90200D,PINK SWEETHEART BRACELET,General,8.65
90200B,BLACK SWEETHEART BRACELET,General,0.0
90200E,GREEN SWEETHEART BRACELET,General,14.879322033898305
90200C,BLUE SWEETHEART BRACELET,General,12.19542105263158
90185C,BLACK DIAMANTE EXPANDABLE RING,General,8.078506172839507
90185B,AMETHYST DIAMANTE EXPANDABLE RING,General,8.128084210526316
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,General,2.297282415630551
90003D,CRYSTAL PAIR HEART HAIR SLIDES,General,2.379129287598945
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,General,2.5610169491525423
90209C,PINK ENAMEL+GLASS HAIR COMB,General,2.4906516853932583
90209A,PURPLE ENAMEL+GLASS HAIR COMB,General,0.918046875
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,General,0.7826865671641791
21977,PACK OF 60 PINK PAISLEY CAKE CASES,General,0.8348275862068965
84991,60 TEATIME FAIRY CAKE CASES,General,0.8042718446601942
22273,FELTCRAFT DOLL MOLLY,General,0.7517910447761194
22179,SET 10 LIGHTS NIGHT OWL,General,0.7676136363636363
22320,BIRDS MOBILE VINTAGE DESIGN,General,4.0417834394904455
22232,3 PIECE JIGSAW TOADSTOOLS,General,3.886013986013986
84598,BOYS ALPHABET IRON ON PATCHES,General,3.8540259740259737
79323S, SILVER CHERRY LIGHTS,General,4.163930348258707
84568,GIRLS ALPHABET IRON ON PATCHES ,General,3.8932278481012657
21668,RED STRIPE CERAMIC DRAWER KNOB,General,3.965575757575758
21669,BLUE STRIPE CERAMIC DRAWER KNOB,General,2.674202127659574
21670,BLUE SPOT CERAMIC DRAWER KNOB,General,2.5569078947368418
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,General,2.5613414634146343
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,General,2.4702358490566034
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,General,2.555547945205479
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,General,2.539823529411765
21161,KEEP OUT BOYS DOOR HANGER ,General,1.6967175572519082
21162,TOXIC AREA  DOOR HANGER ,General,1.6684090909090907
21248,DOOR HANGER  MUM + DADS ROOM,General,1.6931147540983609
21159,MOODY BOY  DOOR HANGER ,General,1.7407954545454545
82494L,WOODEN FRAME ANTIQUE WHITE ,General,1.7851123595505618
82486,WOOD S/3 CABINET ANT WHITE FINISH,General,1.7452525252525253
82483,WOOD 2 DRAWER CABINET WHITE FINISH,General,5.07
21212,PACK OF 72 RETRO SPOT CAKE CASES,General,6.847777777777777
72756,FAIRY CAKE CANDLES,General,6.162857142857143
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,General,6.822340425531914
37450,CERAMIC CAKE BOWL + HANGING CAKES,General,7.211129032258065
21707,"FOLDING UMBRELLA , BLACK/BLUE  SPOT",General,33.04095238095238
21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,General,34.86951219512196
21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,General,33.15684210526316
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",General,32.01842105263158
21711,FOLDING UMBRELLA  WHITE/RED  SPOT,General,6.375
20747,PICCADILLY TEA SET,General,8.1328
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,General,3.406296296296296
20753,RETRO PINK SPOT WASHING UP GLOVES,General,2.8765625
20751,FUNKY WASHING UP GLOVES ASSORTED,General,2.3495454545454546
48185,DOOR MAT FAIRY CAKE,General,2.826355140186916
21481,FAWN BLUE HOT WATER BOTTLE,General,2.8251612903225807
85042,ANTIQUE LILY FAIRY LIGHTS,General,3.015
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,General,2.1945454545454544
71477,short,General,2.0821138211382118
22149,FELTCRAFT 6 FLOWER FRIENDS,General,1.6708695652173913
21482,MUSHROOM BLUE HOT WATER BOTTLE,General,2.509850746268657
21484,CHICK GREY HOT WATER BOTTLE,General,1.9125
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,General,1.13625
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,General,4.933333333333334
84582,PINK CROCHET CAT WITH SCARF,General,4.346774193548387
20972,PINK CREAM FELT CRAFT TRINKET BOX ,General,3.885909090909091
84327A,PINK JUMPER LARRY THE LAMB,General,4.050000000000001
21490,SET OF THREE 50'S GIFT WRAPS ,General,6.835483870967742
21063,PARTY INVITES JAZZ HEARTS,General,3.1
21058,PARTY INVITES WOODLAND,General,3.4547826086956523
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,General,0.0
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,General,4.688181818181818
22301,COFFEE MUG CAT + BIRD DESIGN,General,1.179375
22300,COFFEE MUG DOG + BALL DESIGN,General,1.307
21231,SWEETHEART CERAMIC TRINKET BOX,General,2.932588597842835
20870,OPULENT VELVET CANDLE IN BOX,General,2.406519230769231
90121B,VINTAGE ROSE BEAD BRACELET BLUE,General,2.9307865168539324
90175A,WHITE GLASS CHUNKY CHARM BRACELET,General,2.707439024390244
90195B,BLACK GEMSTONE BRACELET,General,0.9293491124260356
90062,CARNIVAL BRACELET,General,26.871428571428574
21930,JUMBO STORAGE BAG SKULLS,General,3.610909090909091
21540,DAIRY MAID CERAMIC BUTTER DISH,General,1.185
21533,RETRO SPOT LARGE MILK JUG,General,1.1844444444444444
85083,KISS REINDEER SCANDINAVIAN STOCKING,General,1.9290625
21472,LADYBIRD + BEE RAFFIA FOOD COVER,General,2.5978688524590163
47566B,TEA TIME PARTY BUNTING,General,2.1882828282828286
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,General,0.0
21479,WHITE SKULL HOT WATER BOTTLE ,General,6.618076923076923
21791,VINTAGE HEADS AND TAILS CARD GAME ,General,1.5736516853932585
37449,CERAMIC CAKE STAND + HANGING CAKES,General,4.94551724137931
37446,MINI CAKE STAND WITH HANGING CAKES,General,2.723076923076924
21258,VICTORIAN SEWING BOX LARGE,General,3.468928571428571
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,General,2.725
47591D,PINK FAIRY CAKE CHILD'S APRON,General,5.5928125
21867,PINK UNION JACK  LUGGAGE TAG,General,0.0
82551,LAUNDRY 15C METAL SIGN,General,1.6489166666666664
82567,"AIRLINE LOUNGE,METAL SIGN",General,1.5865384615384617
82613D,METAL SIGN CUPCAKE SINGLE HOOK,General,1.634153846153846
21179,NO JUNK MAIL METAL SIGN,General,1.6111764705882352
21865,PINK UNION JACK  PASSPORT COVER ,General,0.825
72783,BLACK SIL'T SQU CANDLE PLATE ,General,0.0
20719,WOODLAND CHARLOTTE BAG,General,1.65
21869,POTTING SHED COFFEE MUG,General,1.9
21876,POTTERING MUG,General,2.4775
84849B,FAIRY SOAP SOAP HOLDER,General,2.273392857142857
21864,UNION JACK FLAG PASSPORT COVER ,General,2.063636363636364
21470,FLOWER VINE RAFFIA FOOD COVER,General,2.120555555555556
20897,VINTAGE NOTEBOOK PARIS DAYS,General,1.48685
44230,SQUARE MIRROR CURTAIN,General,1.3978395061728397
37485,ENGLISH ROSE TEA SET IN GIFT BOX,General,0.9214084507042254
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,General,0.947818181818182
21245,GREEN  SPOTTY PLATE ,General,2.2409090909090907
21241,GREEN SPOTTY CUP,General,2.6507462686567163
21705,BAG 500g SWIRLY MARBLES,General,0.35
21913,VINTAGE SEASIDE JIGSAW PUZZLES,General,1.4113999999999998
16207A,PINK STRAWBERRY HANDBAG ,General,1.2905555555555557
21821,GLITTER STAR GARLAND WITH BELLS ,General,0.0
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,General,0.5666666666666667
21584,RETRO SPOT SMALL TUBE MATCHES,General,1.9666666666666668
21931,JUMBO STORAGE BAG SUKI,General,0.0
47591A,CAROUSEL DES CHILD'S APRON,General,1.2600000000000002
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,General,1.9666666666666668
22122,SET OF 2 FANCY FONT TEA TOWELS,General,2.3953191489361703
21837,CROSS STITCH ALPHABET CUSHION COVER,General,4.492
84951A,S/4 PISTACHIO LOVEBIRD COASTERS,General,3.691
22335,HEART DECORATION PAINTED ZINC ,General,2.170714285714286
85129A,"WHITE PEARL BEADED HEART, SMALL",General,2.394
84791,GINGHAM HEART DECORATION,General,6.095
21244,BLUE  SPOTTY PLATE ,General,14.162499999999998
20675,BLUE SPOTTY BOWL,General,2.761612903225806
82616B,FRAPPUCINO SCARF KNITTING KIT,General,3.369894736842105
22276,WASH BAG VINTAGE ROSE PAISLEY,General,2.3600000000000003
84912B,GREEN ROSE WASHBAG,General,2.6222222222222222
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,General,3.735121951219512
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,General,3.0798275862068967
21326,AGED GLASS SILVER T-LIGHT HOLDER,General,2.556666666666666
84949,SILVER HANGING T-LIGHT HOLDER,General,0.0
21908,CHOCOLATE THIS WAY METAL SIGN,General,9.384057971014492
21371,MIRRORED WALL ART POPPIES,General,9.317459016393444
85152,HAND OVER THE CHOCOLATE   SIGN ,General,7.081685393258427
21133,PAINTED BIRD ASSORTED CHRISTMAS,General,0.0
20984,12 PENCILS TALL TUBE POSY,General,5.08
20982,12 PENCILS TALL TUBE SKULLS,General,3.891153846153846
84971L,LARGE HEART FLOWERS HOOK   ,General,7.938653846153846
90168,2 DAISIES HAIR COMB,General,0.0
84884A,ANT WHITE WIRE HEART SPIRAL,General,3.555
90013C,GREEN VINTAGE EARRINGS ,General,3.20991414369634
90023,FILIGREE DIAMANTE EARRINGS,General,4.749112426035503
90067A,PINK VINTAGE VICTORIAN EARRINGS,General,4.622386363636363
90067B,BROWN VINTAGE VICTORIAN EARRINGS,General,3.951636363636364
90145,SILVER HOOP EARRINGS WITH FLOWER,General,6.817816091954023
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,General,3.0094117647058827
90024B,NEW BAROQUE B'FLY NECKLACE RED,General,3.634880952380952
90036D,"FLOWER GLASS GARLAND NECKL.36""BLACK",General,0.0
90134,OLD ROSE COMBO BEAD NECKLACE,General,0.0
90131,PINK/AMETHYST/GOLD NECKLACE,General,0.425
90199C,5 STRAND GLASS NECKLACE CRYSTAL,General,3.167692307692308
35751C,PURPLE CURRENT CANDLE RING,General,1.712686567164179
72739B,WHITE CHOCOLATE SCENT CANDLE,General,1.0416666666666667
22212,FOUR HOOK  WHITE LOVEBIRDS,General,1.6110526315789473
48187,DOOR MAT NEW ENGLAND,General,0.0
48195,DOOR MAT GREEN PAISLEY ,General,0.0
72741,GRAND CHOCOLATECANDLE,General,0.7286206896551723
85232D,SET/3 DECOUPAGE STACKING TINS,General,0.0
20828,GLITTER BUTTERFLY CLIPS,General,0.6146666666666666
22080,RIBBON REEL SPOTS DESIGN ,General,1.485
22082,RIBBON REEL STRIPES DESIGN ,General,5.118
21784,SHOE SHINE BOX ,General,0.0
21172,PARTY METAL SIGN ,General,1.7328947368421053
82600,NO SINGING METAL SIGN,General,1.4755555555555555
22282,12 EGG HOUSE PAINTED WOOD,General,1.6
21842,PINK HEART CANDY BUTTON CALCULATOR,General,0.0
22089,PAPER BUNTING VINTAGE PAISLEY,General,1.6352232142857142
20734,SILVER MINI TAPE MEASURE ,General,1.700671506352087
35071,ASSORTED SANTA CHRISTMAS DECORATION,General,1.7563419117647057
22121,NOEL WOODEN BLOCK LETTERS ,General,2.185714285714285
84836,ZINC METAL HEART DECORATION,General,0.0
21646,,General,1.774577006507592
37492A,YELLOW RED FLOWER PIGGY BANK,General,3.968674698795181
10133,COLOURING PENCILS BROWN TUBE,General,4.317727272727272
22113,GREY HEART HOT WATER BOTTLE,General,4.263509316770186
20782,CAMOUFLAGE EAR MUFF HEADPHONES,General,4.1625619834710745
22190,LOCAL CAFE MUG,General,1.4071616078753075
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,General,1.4044670739986425
21489,BLUE WHITE SCARF HOT WATER BOTTLE,General,0.7776243093922652
20987,GEISHA GIRL CHOPSTICKS SET/5,General,0.7464325529542921
20989,URBAN CHIC CHOPSTICKS SET/5,General,0.7370724346076458
21868,POTTING SHED TEA MUG,General,0.719125
21875,KINGS CHOICE MUG,General,1.5500980392156862
21826,EIGHT PIECE DINOSAUR SET,General,1.576877133105802
21827,EIGHT PIECE CREEPY CRAWLIE SET,General,1.5526666666666666
21828,EIGHT PIECE SNAKE  SET,General,1.355079365079365
16225,RATTLE SNAKE EGGS,General,0.962185185185185
21829,DINOSAUR KEYRINGS ASSORTED,General,0.9560749185667752
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,General,0.952448680351906
22218,CAKE STAND LACE WHITE,General,0.5327067669172932
22222,CAKE PLATE LOVEBIRD WHITE,General,1.5321316614420062
22305,COFFEE MUG PINK PAISLEY DESIGN,General,1.5475688073394496
22304,COFFEE MUG BLUE PAISLEY DESIGN,General,2.766666666666667
22302,COFFEE MUG PEARS  DESIGN,General,1.755
22303,COFFEE MUG APPLES DESIGN,General,2.1529508196721308
22127,PARTY CONES CARNIVAL ASSORTED,General,2.2036697247706423
21143,ANTIQUE GLASS HEART DECORATION ,General,0.9227272727272728
21639,ASSORTED TUTTI FRUTTI KEYRING,General,0.6914439655172413
22154,ANGEL DECORATION 3 BUTTONS ,General,0.816969696969697
22155,STAR DECORATION RUSTIC,General,0.7846153846153846
21889,WOODEN BOX OF DOMINOES,General,0.0
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,General,0.3827298850574712
85044,RED REINDEER STRING OF 20 LIGHTS,General,4.718433734939759
21587,COSY HOUR GIANT TUBE MATCHES,General,2.947744360902256
21588,RETRO SPOT GIANT  TUBE MATCHES,General,3.716633663366336
21818,GLITTER CHRISTMAS HEART ,General,4.8923958333333335
21819,GLITTER CHRISTMAS STAR ,General,3.530578947368421
21817,GLITTER CHRISTMAS TREE,General,5.928125
48111,DOOR MAT 3 SMILEY CATS,General,4.662602739726028
20685,RED SPOTTY COIR DOORMAT,General,0.0
48194,DOORMAT HEARTS,General,1.1328
21495,SKULLS WRAP,General,1.255
47505,MINATURE COLOURED GARDENING SET,General,1.4329203539823008
10135,COLOURING PENCILS BROWN TUBE,General,1.4403370786516854
37492C,GREEN BLUE FLOWER PIGGY BANK,General,1.2466176470588235
20677,PINK SPOTTY BOWL,General,2.3321835443037977
20676,RED SPOTTY BOWL,General,0.812153110047847
21086,SET/6 RED SPOTTY PAPER CUPS,General,0.7792857142857144
21948,SET OF 6 CAKE CHOPSTICKS,General,0.9282795698924732
21833,CAMOUFLAGE LED TORCH,General,1.3090217391304346
21832,CHOCOLATE CALCULATOR,General,0.8811538461538462
22315,200 RED + WHITE BENDY STRAWS,General,0.0
21870,I CAN ONLY PLEASE ONE PERSON MUG,General,0.0
22115,METAL SIGN EMPIRE TEA,General,0.0
21166,COOK WITH WINE METAL SIGN ,General,0.0
21175,GIN + TONIC DIET METAL SIGN,General,0.0
21174,POTTERING IN THE SHED METAL SIGN,General,0.0
22197,"POPCORN HOLDER , SMALL ",General,1.522941176470588
21094,SET/6 RED SPOTTY PAPER PLATES,General,1.6261194029850747
72724,SET/6 CHRISTMAS ICICLE T-LIGHTS,General,1.1989010989010989
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,General,1.621827956989247
37424,WHITE WITH BLACK CATS MUG,General,0.0
21136,PAINTED METAL PEARS ASSORTED,General,1.2048148148148148
21238,RED SPOTTY CUP,General,1.3193023255813954
21240,BLUE  SPOTTY CUP,General,1.3896296296296295
21239,PINK  SPOTTY CUP,General,3.308006700167504
84007,MAGIC GARDEN MOUNT FUJI,General,0.9495679854479308
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,General,4.030564681724846
22077,6 RIBBONS RUSTIC CHARM,General,1.275
85049A,TRADITIONAL CHRISTMAS RIBBONS,General,2.1807017543859653
85049E,SCANDINAVIAN REDS RIBBONS,General,2.997130801687764
22075,6 RIBBONS ELEGANT CHRISTMAS ,General,2.3044594594594594
22076,6 RIBBONS EMPIRE  ,General,4.057640845070423
79323LP,LIGHT PINK CHERRY LIGHTS,General,6.862930232558139
79342B,BROWN FLOWER LIGHTS,General,4.221862068965517
79341,WILLOW BRANCH LIGHTS.,General,0.0
85226C,BLUE PULL BACK RACING CAR,General,0.0
85227,SET/6 3D KIT CARDS FOR KIDS,General,2.124565217391305
21976,PACK OF 60 MUSHROOM CAKE CASES,General,0.0
21498,RED SPOTS  WRAP ,General,2.125
84948,SILVER HANGING T-LIGHT HOLDER DOME,General,9.438762886597935
21537,RETRO SPOTS PUDDING BOWL,General,10.484533898305084
20718,RED SPOTTY SHOPPER BAG,General,9.66655172413793
21173,LOO ROLL  METAL SIGN ,General,0.0
85124A,PINK JUICY FRUIT PHOTO FRAME,General,0.9927586206896551
21539,RETRO SPOTS BUTTER DISH,General,0.8994273127753304
16169F,WRAP BLIZZARD,General,0.9401973684210526
21527,RETRO SPOT TRADITIONAL TEAPOT ,General,0.966470588235294
21531,RETRO SPOT SUGAR JAM BOWL,General,0.8670714285714286
