customer_id,recency_days,frequency,monetary,avg_order_value,tenure_days,return_rate,churned
12396,673,1,931.43,14.329692307692307,0,0.0,1
12397,35,2,2409.9,19.126190476190477,99,0.0,0
12398,45,1,1635.6599999999999,19.24305882352941,0,0.0,0
12399,118,7,1962.3,17.83909090909091,525,0.0,1
12400,413,1,205.25,18.65909090909091,0,0.0,1
12401,302,1,84.3,16.86,0,0.0,1
12402,322,6,1256.9,17.955714285714286,347,0.014084507042253521,1
12403,49,2,1019.36,113.26222222222222,471,0.1,0
12404,681,1,63.24,63.24,0,0.0,1
12405,148,1,1710.3899999999999,31.673888888888886,0,0.0,1
12406,21,5,6390.36,38.49614457831325,675,0.023529411764705882,0
12407,49,5,1708.12,22.18337662337662,214,0.0,0
12408,32,8,4340.77,27.30044025157233,465,0.06470588235294118,0
12409,78,7,23419.29,88.70943181818183,486,0.029411764705882353,0
12410,308,3,1013.71,25.342750000000002,193,0.047619047619047616,1
12411,409,1,346.9,15.768181818181818,0,0.0,1
12412,74,6,2596.93,20.448267716535433,464,0.030534351145038167,0
12413,66,4,999.45,19.597058823529412,335,0.03773584905660377,0
12414,216,6,952.41,34.01464285714285,246,0.24324324324324326,1
12415,23,28,144458.37,156.00255939524837,503,0.06275303643724696,0
12416,656,1,202.56,18.414545454545454,0,0.0,1
12417,2,20,6797.41,18.421165311653116,730,0.026385224274406333,0
12418,112,4,2021.2,19.815686274509805,517,0.009708737864077669,1
12419,385,2,503.01,20.1204,27,0.0,1
12420,63,1,600.39,20.70310344827586,0,0.0,0
12421,15,6,1098.6,16.90153846153846,489,0.029850746268656716,0
12422,95,17,5231.8,30.417441860465118,625,0.022727272727272728,1
12423,0,10,2622.39,15.893272727272727,465,0.006024096385542169,0
12424,162,4,3340.0299999999997,36.30467391304347,385,0.05154639175257732,1
12425,77,2,1741.41,19.136373626373626,370,0.042105263157894736,0
12426,194,2,1345.21,17.470259740259742,468,0.06097560975609756,1
12427,21,3,825.8000000000001,26.638709677419357,349,0.11428571428571428,0
12428,25,9,7956.46,27.062789115646257,257,0.02,0
12429,8,8,6204.41,40.55169934640523,537,0.006493506493506494,0
12430,42,1,256.4,23.30909090909091,0,0.0,0
12431,35,27,10432.22,26.749282051282048,658,0.017632241813602016,0
12432,42,5,5059.32,46.845555555555556,129,0.0,0
12433,0,10,16794.14,30.04318425760286,476,0.0017857142857142857,0
12434,84,3,1103.43,15.763285714285715,296,0.05405405405405406,0
12435,79,6,13925.93,124.33866071428572,657,0.0,0
12436,99,1,509.01,31.813125,0,0.0,1
12437,1,39,12683.4,22.52824156305506,735,0.03264604810996564,0
12438,13,2,2906.85,29.66173469387755,125,0.0,0
12439,682,2,1142.88,16.096901408450705,43,0.04054054054054054,1
12440,461,2,859.2,26.85,255,0.08571428571428572,1
12441,366,1,173.55,15.77727272727273,0,0.0,1
12442,2,1,172.06,14.338333333333333,0,0.0,0
12443,731,1,485.31,23.11,0,0.0,1
12444,20,5,5005.46,28.440113636363638,149,0.0,0
12445,21,2,434.98,18.124166666666667,398,0.04,0
12446,57,1,1002.31,17.58438596491228,0,0.0,0
12447,242,1,476.49,18.326538461538462,0,0.0,1
12448,43,1,449.45,20.429545454545455,0,0.0,0
12449,21,6,4835.89,24.05915422885572,416,0.0,0
12450,155,5,688.2,18.6,318,0.075,1
12451,10,8,12669.88,24.794285714285714,518,0.005836575875486381,0
12452,16,2,430.57,19.571363636363635,0,0.043478260869565216,0
12453,133,1,707.09,16.443953488372095,0,0.0,1
12454,55,5,16679.78,416.99449999999996,364,0.4444444444444444,0
12455,72,10,5879.95,25.902863436123347,648,0.0,0
12456,43,3,3181.04,25.44832,210,0.031007751937984496,0
12457,65,8,2995.91,35.665595238095236,368,0.08695652173913043,0
12458,70,4,1777.49,21.160595238095237,416,0.0,0
12459,604,1,454.36,19.754782608695653,0,0.0,1
12460,455,1,326.65,18.147222222222222,0,0.0,1
12461,93,2,826.88,23.62514285714286,60,0.0,1
12462,18,2,1189.59,19.186935483870965,284,0.1388888888888889,0
12463,52,4,1344.78,16.202168674698793,188,0.056818181818181816,0
12464,9,8,1212.05,41.79482758620689,299,0.0,0
12465,16,2,742.1899999999999,15.79127659574468,152,0.0784313725490196,0
12466,681,1,56.73,56.73,0,0.0,1
12467,422,1,132.8,14.755555555555556,0,0.5,1
12468,187,5,3670.74,24.4716,495,0.07975460122699386,1
12469,522,2,3070.54,40.40184210526316,14,0.0,1
12470,689,1,211.95,9.215217391304348,0,0.0,1
12471,1,79,39918.19,35.17021145374449,730,0.12287480680061824,0
12472,31,19,16249.289999999999,19.321391200951247,693,0.12849740932642487,0
12473,28,5,3928.05,23.521257485029942,162,0.06179775280898876,0
12474,16,31,12372.75,17.47563559322034,649,0.06964520367936924,0
12475,53,2,1149.64,18.846557377049184,356,0.0,0
12476,15,23,14083.91,27.400603112840468,486,0.08540925266903915,0
12477,22,9,20276.37,35.95101063829787,600,0.013986013986013986,0
12478,3,1,680.99,18.91638888888889,0,0.0,0
12479,10,1,527.2,17.006451612903227,0,0.11428571428571428,0
12480,27,7,5464.85,22.58202479338843,479,0.012244897959183673,0
12481,22,15,12185.51,32.06713157894737,584,0.010416666666666666,0
12482,575,29,23691.4,116.1343137254902,77,0.014492753623188406,1
12483,16,19,5097.18,36.93608695652174,660,0.061224489795918366,0
12484,32,12,6354.1,13.490658174097666,648,0.01875,0
12485,528,1,708.1,20.826470588235296,0,0.0,1
12486,431,1,1037.28,21.168979591836734,0,0.0,1
12487,730,1,285.3,142.65,0,0.3333333333333333,1
12488,9,3,1298.66,23.612000000000002,65,0.0,0
12489,335,1,334.93,22.328666666666667,0,0.0,1
12490,4,21,9823.64,21.26329004329004,733,0.0021598272138228943,0
12491,38,1,460.4,17.707692307692305,0,0.0,0
12492,62,3,715.21,17.028809523809525,340,0.0,0
12493,165,2,433.74,19.715454545454545,31,0.043478260869565216,1
12494,15,9,1815.27,16.808055555555555,560,0.09243697478991597,0
12495,640,1,357.4,21.023529411764706,0,0.10526315789473684,1
12496,619,2,45.34,4.534000000000001,0,0.0,1
12497,81,3,6248.5,109.62280701754386,563,0.017241379310344827,0
12498,20,3,403.7,17.55217391304348,36,0.0,0
12499,559,1,393.72,14.582222222222223,0,0.0,1
12500,22,19,5955.21,40.7891095890411,650,0.0641025641025641,0
12501,336,1,2169.39,14.559664429530201,0,0.06875,1
12502,95,5,3723.87,25.332448979591835,214,0.0,1
12503,583,1,1126.0,563.0,0,0.3333333333333333,1
12504,17,4,779.05,38.9525,578,0.23076923076923078,0
12505,408,1,955.2,22.742857142857144,0,0.10638297872340426,1
12506,232,1,73.5,3.1956521739130435,0,0.0,1
12507,133,4,1844.06,37.633877551020404,450,0.02,1
12508,25,2,397.88,5.851176470588236,2,0.0,0
12509,283,1,176.5,25.214285714285715,0,0.0,1
12510,142,9,5178.02,35.71048275862069,592,0.05844155844155844,1
12511,428,1,3084.02,16.231684210526314,0,0.020618556701030927,1
12512,65,2,132.18,4.263870967741935,0,0.0,0
12513,112,1,612.29,17.494,0,0.027777777777777776,1
12514,266,2,1597.76,19.02095238095238,374,0.0,1
12515,352,1,383.7,23.98125,0,0.0,1
12516,77,4,2648.62,35.792162162162164,521,0.0,0
12517,27,5,2481.6,8.894623655913978,161,0.0071174377224199285,0
12518,0,5,2056.89,16.58782258064516,109,0.0,0
12519,63,2,716.54,18.37282051282051,413,0.04878048780487805,0
12520,78,5,2634.2599999999998,17.33065789473684,194,0.01935483870967742,0
12521,142,1,599.68,15.781052631578946,0,0.0,1
12522,38,2,192.72,16.06,12,0.0,0
12523,18,23,4352.35,17.479317269076308,712,0.056818181818181816,0
12524,8,17,11126.11,46.35879166666667,660,0.008264462809917356,0
12525,497,3,973.73,16.228833333333334,149,0.22077922077922077,1
12526,0,3,1316.66,18.54450704225352,93,0.0,0
12527,81,5,735.51,22.9846875,447,0.0,0
12528,8,6,1933.48,21.01608695652174,303,0.031578947368421054,0
12529,527,1,316.48,15.07047619047619,0,0.08695652173913043,1
12530,59,9,3759.2599999999998,23.79278481012658,582,0.024691358024691357,0
12531,14,2,1933.2,15.222047244094489,671,0.045112781954887216,0
12532,29,1,349.83,21.864375,0,0.0,0
12533,627,2,1367.89,18.998472222222222,110,0.2,1
12534,130,1,1089.18,17.28857142857143,0,0.0,1
12535,91,2,716.35,21.069117647058825,94,0.0,1
12536,42,3,12601.830000000002,48.282873563218395,15,0.04395604395604396,0
12537,408,1,732.9399999999999,17.045116279069767,0,0.0,1
12538,28,2,640.45,18.836764705882356,349,0.0,0
12539,21,7,11214.75,22.251488095238095,694,0.0019801980198019802,0
12540,19,33,22254.489999999998,28.86444876783398,712,0.005161290322580645,0
12541,29,3,981.18,18.868846153846153,251,0.0,0
12542,483,2,481.88,12.355897435897436,156,0.13333333333333333,1
12543,447,1,980.25,22.796511627906977,0,0.0,1
12544,35,1,372.7,19.61578947368421,0,0.05,0
12545,74,2,1000.39,20.0078,184,0.0,0
12546,46,2,1161.5,16.833333333333332,31,0.014285714285714285,0
12547,197,3,383.58,18.265714285714285,302,0.0,1
12548,165,1,95.19999999999999,19.04,0,0.0,1
12549,575,6,1575.6799999999998,32.156734693877546,121,0.0,1
12550,78,1,964.83,16.92684210526316,0,0.0,0
12551,357,1,168.0,16.8,0,0.0,1
12552,38,2,437.82,21.891,0,0.0,0
12553,7,12,4608.75,19.36449579831933,415,0.02459016393442623,0
12554,448,1,468.5,18.01923076923077,0,0.0,1
12555,681,1,129.23,129.23,0,0.0,1
12556,49,2,599.56,5.038319327731092,100,0.0,0
12557,15,8,18096.14,341.4366037735849,706,0.0,0
12558,7,1,269.96,24.54181818181818,0,0.5,0
12559,310,2,561.71,26.74809523809524,8,0.045454545454545456,1
12560,4,3,2134.0099999999998,20.32390476190476,137,0.05405405405405406,0
12561,302,1,238.85,14.928125,0,0.0,1
12562,7,9,4966.92,23.99478260869565,427,0.0,0
12563,408,1,249.24,19.172307692307694,0,0.0,1
12564,260,1,456.9,21.757142857142856,0,0.0,1
12565,288,1,145.92,16.21333333333333,0,0.1,1
12566,85,1,351.65,18.507894736842104,0,0.05,0
12567,22,15,11767.48,21.16453237410072,644,0.03304347826086956,0
12568,644,1,70.0,14.0,0,0.0,1
12569,1,32,4124.69,21.939840425531912,250,0.015706806282722512,0
12570,681,1,77.52,77.52,0,0.0,1
12571,39,2,519.61,15.28264705882353,81,0.0,0
12572,8,2,1020.42,17.006999999999998,43,0.03225806451612903,0
12573,226,5,717.41,6.028655462184874,237,0.0,1
12574,315,1,218.45,19.85909090909091,0,0.0,1
12575,456,2,622.82,16.39,69,0.0,1
12576,35,8,2142.72,15.08957746478873,490,0.034013605442176874,0
12577,34,8,1617.1,5.426510067114093,700,0.0033444816053511705,0
12578,20,4,4642.45,26.99098837209302,422,0.049723756906077346,0
12579,77,1,440.42,15.18689655172414,0,0.06451612903225806,0
12580,246,2,1052.9,18.153448275862072,329,0.0,1
12581,39,1,197.71,13.180666666666667,0,0.0,0
12582,238,4,1980.4,19.22718446601942,338,0.0,1
12583,2,27,13591.58,30.47439461883408,730,0.011086474501108648,0
12584,3,9,2338.15,24.355729166666666,276,0.23809523809523808,0
12585,233,2,2040.1,23.44942528735632,117,0.10309278350515463,1
12586,16,4,2062.67,21.943297872340427,706,0.010526315789473684,0
12587,7,1,144.0,36.0,0,0.0,0
12588,38,4,958.78,20.84304347826087,558,0.041666666666666664,0
12589,28,8,4695.66,26.087,660,0.1509433962264151,0
12590,210,2,9864.26,145.06264705882353,0,0.05555555555555555,1
12591,316,3,1338.95,19.69044117647059,91,0.0,1
12592,91,5,2582.66,31.88469135802469,427,0.03571428571428571,1
12593,108,3,418.1,19.90952380952381,110,0.0,1
12594,37,15,5090.11,25.578442211055275,608,0.01485148514851485,0
12595,504,1,299.02,15.737894736842104,0,0.0,1
12596,50,2,618.27,22.898888888888887,190,0.0,0
12597,18,4,3811.22,18.50106796116505,248,0.037383177570093455,0
12598,9,11,4534.09,22.01014563106796,639,0.023696682464454975,0
12599,28,13,2296.72,17.268571428571427,548,0.0,0
12600,28,21,4967.42,38.21092307692308,703,0.057971014492753624,0
12601,189,6,681.26,20.03705882352941,214,0.02857142857142857,1
12602,58,1,153.12,12.76,0,0.0,0
12603,21,1,739.2,369.6,0,0.0,0
12604,78,2,254.17999999999998,15.886249999999999,182,0.0,0
12605,375,4,1232.95,16.223026315789475,81,0.0379746835443038,1
12606,681,1,21.0,21.0,0,0.0,1
12607,59,1,1579.51,15.63871287128713,0,0.5,0
12608,404,1,415.79,25.986875,0,0.0,1
12609,77,9,3435.86,19.633485714285715,641,0.005681818181818182,0
12610,22,5,2099.54,19.80698113207547,103,0.04504504504504504,0
12611,51,1,1193.32,18.35876923076923,0,0.0,0
12612,73,1,704.04,37.054736842105264,0,0.09523809523809523,0
12613,56,10,6817.37,20.91217791411043,668,0.057803468208092484,0
12614,277,1,315.6,15.780000000000001,0,0.0,1
12615,1,8,5740.98,21.262888888888888,629,0.02877697841726619,0
12616,94,3,1131.1,20.946296296296296,293,0.0847457627118644,1
12617,28,1,352.98,8.609268292682927,0,0.0,0
12618,21,1,177.31,16.11909090909091,0,0.0,0
12619,15,10,3781.38,37.8138,544,0.047619047619047616,0
12620,14,3,1339.41,14.558804347826088,189,0.0,0
12621,1,35,24311.2,32.15767195767196,666,0.02072538860103627,0
12622,231,1,180.1,16.37272727272727,0,0.0,1
12623,275,7,3747.84,21.663815028901734,420,0.011428571428571429,1
12624,105,2,641.13,16.87184210526316,71,0.0,1
12625,211,4,5164.88,28.22338797814208,384,0.026595744680851064,1
12626,22,9,6620.48,22.51863945578231,303,0.04234527687296417,0
12627,10,7,4478.53,19.47186956521739,129,0.0,0
12628,3,3,786.46,19.181951219512197,60,0.046511627906976744,0
12629,385,2,1558.22,34.62711111111111,37,0.0,1
12630,9,2,1270.88,19.8575,34,0.0,0
12631,56,6,3481.57,19.024972677595628,635,0.016129032258064516,0
12632,520,2,804.88,22.99657142857143,44,0.07894736842105263,1
12633,58,7,5678.16,18.556078431372548,466,0.022364217252396165,0
12634,535,2,490.0,24.5,12,0.0,1
12635,89,4,2930.41,16.37100558659218,367,0.0,0
12636,738,1,141.0,141.0,0,0.0,1
12637,66,12,8283.81,13.491547231270358,476,0.006472491909385114,0
12638,32,2,921.49,19.197708333333335,606,0.0,0
12639,238,3,1312.37,20.50578125,389,0.0,1
12640,23,3,1174.58,22.16188679245283,57,0.0,0
12641,114,1,185.9,18.59,0,0.0,1
12642,24,3,1013.26,21.558723404255318,82,0.0,0
12643,127,12,8304.82,162.83960784313726,482,0.07272727272727272,1
12644,129,4,1918.49,17.283693693693692,564,0.0975609756097561,1
12645,33,8,3539.2999999999997,22.120624999999997,635,0.018404907975460124,0
12646,4,2,1346.97,29.932666666666666,44,0.0,0
12647,21,36,16955.55,32.923398058252424,672,0.03377110694183865,0
12648,154,4,1112.0,17.107692307692307,546,0.015151515151515152,1
12649,106,8,2294.65,19.446186440677966,588,0.03278688524590164,1
12650,2,1,314.44,15.722,0,0.0,0
12651,334,4,377.75,12.591666666666667,130,0.0625,1
12652,330,2,1017.03,19.941764705882353,102,0.05555555555555555,1
12653,148,3,4160.83,48.38174418604651,378,0.0,1
12654,10,5,601.98,15.841578947368422,284,0.0,0
12655,423,1,261.35,16.334375,0,0.0,1
12656,16,8,6407.83,25.942631578947367,545,0.023715415019762844,0
12657,10,4,1643.18,34.961276595744685,67,0.16071428571428573,0
12658,18,1,686.05,19.056944444444444,0,0.0,0
12659,29,1,91.68,18.336000000000002,0,0.0,0
12660,10,1,245.1,18.853846153846153,0,0.0,0
12661,435,1,162.0,14.727272727272727,0,0.0,1
12662,0,20,6726.54,17.203427109974424,617,0.012626262626262626,0
12663,624,2,239.4,23.94,43,0.09090909090909091,1
12664,7,11,6070.04,134.88977777777777,718,0.021739130434782608,0
12665,324,3,313.6,18.447058823529414,344,0.19047619047619047,1
12666,393,1,1248.42,40.27161290322581,0,0.06060606060606061,1
12667,57,1,620.13,18.791818181818183,0,0.0,0
12668,11,10,11383.03,21.236996268656718,665,0.01289134438305709,0
12669,150,3,2744.0299999999997,27.168613861386135,105,0.00980392156862745,1
12670,9,7,3760.29,32.698173913043476,656,0.017094017094017096,0
12671,605,1,2622.48,58.27733333333333,0,0.0,1
12672,329,2,437.05,19.865909090909092,265,0.12,1
12673,4,3,1230.02,16.62189189189189,396,0.0,0
12674,38,4,1970.6,23.742168674698792,169,0.07777777777777778,0
12675,553,2,957.25,8.546875,24,0.017543859649122806,1
12676,24,11,2843.09,26.570934579439253,458,0.009259259259259259,0
12677,554,2,395.1,18.814285714285717,111,0.08695652173913043,1
12678,41,21,34281.18,91.17335106382978,658,0.013123359580052493,0
12679,58,4,1113.02,23.187916666666666,225,0.14285714285714285,0
12680,0,4,880.81,16.619056603773583,112,0.0,0
12681,14,45,29834.76,20.951376404494383,711,0.01995870612525809,0
12682,3,52,22950.22,23.20548028311426,735,0.0030241935483870967,0
12683,3,21,11633.7,23.888501026694048,722,0.03944773175542406,0
12684,7,7,2283.63,21.748857142857144,205,0.0,0
12685,27,6,2863.08,18.236178343949042,65,0.0,0
12686,371,1,89.14,12.734285714285715,0,0.0,1
12687,480,2,2138.91,16.97547619047619,0,0.0,1
12688,113,1,4873.81,28.50181286549708,0,0.0,1
12689,25,2,1247.61,17.327916666666667,101,0.0,0
12690,205,1,389.01,24.313125,0,0.0,1
12691,27,7,1170.4,30.010256410256414,392,0.0,0
12692,636,1,110.95,8.534615384615385,0,0.0,1
12693,126,7,1703.02,21.557215189873418,395,0.04819277108433735,1
12694,69,3,1843.35,22.209036144578313,350,0.011904761904761904,0
12695,6,7,1407.1200000000001,23.84949152542373,658,0.0,0
12696,434,2,851.91,17.38591836734694,74,0.02,1
12697,28,3,957.59,23.355853658536585,140,0.046511627906976744,0
12698,589,1,339.75,21.234375,0,0.0,1
12699,417,1,638.11,15.563658536585367,0,0.0,1
12700,7,4,4939.99,18.432798507462685,207,0.007407407407407408,0
12701,79,6,2446.41,16.642244897959184,553,0.0,0
12702,19,1,219.0,18.25,0,0.0,0
12703,70,4,1006.53,13.601756756756757,613,0.11904761904761904,0
12704,6,8,2340.84,26.600454545454546,162,0.022222222222222223,0
12705,14,14,11762.1,19.636227045075128,518,0.04313099041533546,0
12707,291,1,603.42,18.285454545454545,0,0.0,1
12708,29,18,5117.66,17.289391891891892,691,0.08074534161490683,0
12709,14,34,30291.76,61.819918367346936,715,0.1522491349480969,0
12710,96,3,1149.02,14.922337662337663,104,0.02531645569620253,1
12711,611,2,1339.05,22.3175,65,0.0,1
12712,28,21,6723.03,26.2618359375,701,0.06227106227106227,0
12713,0,1,848.55,22.330263157894734,0,0.0,0
12714,8,12,14093.71,20.249583333333334,726,0.0,0
12715,105,1,343.36,17.168,0,0.0,1
12716,3,2,1053.49,15.267971014492753,129,0.0,0
12717,150,3,1308.91,18.435352112676057,439,0.013888888888888888,1
12718,70,1,238.25,12.539473684210526,0,0.0,0
12719,4,2,644.95,16.53717948717949,59,0.07142857142857142,0
12720,2,30,7787.28,16.257369519832984,503,0.04771371769383698,0
12721,31,8,4013.08,16.79112970711297,440,0.04780876494023904,0
12722,84,4,997.63,18.82320754716981,65,0.07017543859649122,0
12723,3,5,725.07,10.508260869565218,61,0.0,0
12724,4,7,2317.52,17.96527131782946,530,0.0,0
12725,370,4,2266.7599999999998,21.38452830188679,213,0.0,1
12726,27,11,4014.6,22.427932960893855,595,0.0,0
12727,10,10,5679.53,27.9779802955665,644,0.00975609756097561,0
12728,70,5,1070.17,17.54377049180328,312,0.0,0
12729,113,1,453.01,17.423461538461538,0,0.0,1
12730,521,1,829.25,17.643617021276597,0,0.0,1
12731,23,17,25775.71,65.58704834605598,624,0.007575757575757576,0
12732,179,1,236.26,19.688333333333333,0,0.0,1
12733,233,4,2424.87,15.445031847133757,455,0.030864197530864196,1
12734,352,3,639.65,33.66578947368421,39,0.0,1
12735,314,2,779.5699999999999,18.12953488372093,21,0.0,1
12736,332,1,234.0,58.5,0,0.0,1
12737,498,2,3710.5,1855.25,0,0.0,1
12738,371,1,155.35,14.122727272727273,0,0.0,1
12739,77,4,2726.73,30.63741573033708,315,0.0,0
12740,63,1,427.6,15.837037037037037,0,0.0,0
12741,528,2,406.07,25.379375,3,0.0,1
12742,625,1,1201.52,17.933134328358207,0,0.014705882352941176,1
12743,133,2,540.13,4.123129770992366,0,0.0,1
12744,51,11,25317.06,74.68159292035399,539,0.02023121387283237,0
12745,486,3,925.41,40.235217391304346,195,0.0,1
12746,540,1,254.55,14.973529411764707,0,0.15,1
12747,1,26,8898.48,35.73686746987951,730,0.0311284046692607,0
12748,0,336,53539.64,8.130545178435838,734,0.01126126126126126,0
12749,3,9,6897.36,20.40639053254438,517,0.1507537688442211,0
12750,128,1,275.88,18.392,0,0.0,1
12751,444,1,268.27,4.326935483870967,0,0.0,1
12752,80,1,4366.78,82.3920754716981,0,0.0,0
12753,22,6,21429.39,108.77862944162436,339,0.14347826086956522,0
12754,235,3,3010.7400000000002,47.789523809523814,72,0.03076923076923077,1
12755,280,11,5236.26,83.1152380952381,413,0.45689655172413796,1
12756,86,1,112.08,28.02,0,0.0,0
12757,15,13,7834.650000000001,21.52376373626374,195,0.016216216216216217,0
12758,116,7,9903.24,31.639744408945685,621,0.012618296529968454,1
12759,51,8,5020.74,16.62496688741722,683,0.0,0
12760,455,1,347.8,16.561904761904763,0,0.0,1
12761,457,2,782.95,28.99814814814815,7,0.0,1
12762,7,2,1898.52,27.51478260869565,17,0.0,0
12763,137,2,494.08,27.448888888888888,230,0.0,1
12764,316,1,1693.88,37.64177777777778,0,0.0,1
12765,471,6,1404.58,20.65558823529412,169,0.0,1
12766,3,9,8918.99,22.186542288557213,403,0.009852216748768473,0
12767,375,1,949.8199999999999,22.088837209302323,0,0.0,1
12768,450,1,168.69,16.869,0,0.5,1
12769,238,1,1143.6,35.7375,0,0.0,1
12770,210,2,3246.45,115.94464285714285,245,0.24324324324324326,1
12771,485,1,282.3,18.82,0,0.0625,1
12772,59,1,892.47,16.226727272727274,0,0.0,0
12773,563,1,124.25,20.708333333333332,0,0.5,1
12774,535,1,98.7,16.45,0,0.0,1
12775,16,7,1686.12,20.816296296296294,392,0.012195121951219513,0
12776,667,1,55.5,13.875,0,0.0,1
12777,457,1,519.45,19.978846153846156,0,0.0,1
12778,19,9,1775.68,15.576140350877193,583,0.008695652173913044,0
12779,37,14,6474.11,24.06732342007435,699,0.0627177700348432,0
12780,598,1,337.4,16.869999999999997,0,0.0,1
12781,63,2,826.74,33.0696,221,0.16666666666666666,0
12782,4,11,4618.24,20.344669603524228,514,0.058091286307053944,0
12783,1,6,2225.91,26.49892857142857,73,0.023255813953488372,0
12784,8,3,1763.15,13.667829457364341,520,0.0,0
12785,363,3,1100.4,19.650000000000002,366,0.034482758620689655,1
12786,609,1,728.5,40.47222222222222,0,0.0,1
12787,9,4,862.18,19.595,403,0.022222222222222223,0
12788,462,4,444.9,17.111538461538462,65,0.0,1
12789,64,3,273.35,34.16875,628,0.0,0
12790,191,2,591.85,15.995945945945946,218,0.075,1
12791,373,6,863.51,30.839642857142856,250,0.06666666666666667,1
12792,256,2,827.01,17.59595744680851,278,0.020833333333333332,1
12793,334,3,885.53,20.125681818181818,66,0.0,1
12794,52,2,860.41,19.12022222222222,45,0.0,0
12795,18,1,430.48,30.74857142857143,0,0.0,0
12796,627,1,381.0,54.42857142857143,0,0.0,1
12797,365,2,552.08,18.40266666666667,58,0.16666666666666666,1
12798,9,4,8510.93,257.9069696969697,411,0.0,0
12799,528,1,219.35,14.623333333333333,0,0.0,1
12800,469,3,584.25,17.183823529411764,206,0.0,1
12801,500,1,1071.82,21.4364,0,0.0196078431372549,1
12802,186,7,2416.42,17.510289855072465,377,0.014285714285714285,1
12803,392,1,1092.81,19.869272727272726,0,0.0,1
12804,465,2,325.37,4.929848484848485,34,0.0,1
12805,381,4,1434.95,24.74051724137931,293,0.0,1
12806,434,4,2878.96,42.96955223880597,153,0.0,1
12807,382,1,330.35,20.646875,0,0.1111111111111111,1
12808,36,5,776.7,16.52553191489362,425,0.0,0
12809,177,3,1755.94,21.67827160493827,469,0.0898876404494382,1
12810,534,2,534.99,16.7184375,142,0.0,1
12811,260,5,1033.9,18.462500000000002,166,0.0,1
12812,44,1,229.64,15.309333333333333,0,0.0,0
12813,501,3,1687.8,37.50666666666667,191,0.0,1
12814,101,1,125.92,62.96,0,0.0,1
12815,147,2,1063.46,22.6268085106383,50,0.0,1
12816,95,2,572.2,19.731034482758623,80,0.0,1
12817,280,3,690.98,27.639200000000002,153,0.0,1
12818,261,1,1542.08,110.14857142857143,0,0.125,1
12819,457,1,540.52,28.448421052631577,0,0.0,1
12820,2,11,2689.52,16.915220125786163,731,0.018518518518518517,0
